Cumulative emissions of NOx from lightning
t top of cloud (16km) 100% of NOx has been
emitted into the column. At surface (0km) 0%
of NOx has been emitted into the column.
O. A. Sovde, August 2011
Taken from Table 2, Pickering et al., JGR, 1998
 
 For subtropics I use midlatitude  
------------------------------------------------------
     Tropical     Tropical  Midlatitude  Subtropical  
       Marine  Continental  Continental  Continental  
------------------------------------------------------
      60.7233      44.4750      55.0014      55.0014
      60.7959      44.5295      55.0453      55.0453
      60.8684      44.5841      55.0893      55.0893
      60.9410      44.6386      55.1333      55.1333
      61.0136      44.6931      55.1772      55.1772
      61.0861      44.7477      55.2212      55.2212
      61.1587      44.8022      55.2652      55.2652
      61.2312      44.8567      55.3091      55.3091
      61.3038      44.9113      55.3531      55.3531
      61.3764      44.9658      55.3970      55.3970
      61.4489      45.0203      55.4410      55.4410
      61.5215      45.0749      55.4850      55.4850
      61.5941      45.1294      55.5289      55.5289
      61.6666      45.1839      55.5729      55.5729
      61.7392      45.2385      55.6168      55.6168
      61.8118      45.2930      55.6608      55.6608
      61.8843      45.3475      55.7048      55.7048
      61.9569      45.4021      55.7487      55.7487
      62.0295      45.4566      55.7927      55.7927
      62.1020      45.5111      55.8367      55.8367
      62.1746      45.5657      55.8806      55.8806
      62.2472      45.6202      55.9246      55.9246
      62.3197      45.6747      55.9685      55.9685
      62.3923      45.7293      56.0125      56.0125
      62.4649      45.7838      56.0565      56.0565
      62.5374      45.8383      56.1004      56.1004
      62.6100      45.8929      56.1444      56.1444
      62.6825      45.9474      56.1884      56.1884
      62.7551      46.0020      56.2323      56.2323
      62.8277      46.0565      56.2763      56.2763
      62.9002      46.1110      56.3202      56.3202
      62.9728      46.1656      56.3642      56.3642
      63.0454      46.2201      56.4082      56.4082
      63.1179      46.2746      56.4521      56.4521
      63.1905      46.3292      56.4961      56.4961
      63.2631      46.3837      56.5401      56.5401
      63.3356      46.4382      56.5840      56.5840
      63.4082      46.4928      56.6280      56.6280
      63.4808      46.5473      56.6719      56.6719
      63.5533      46.6018      56.7159      56.7159
      63.6259      46.6564      56.7599      56.7599
      63.6984      46.7109      56.8038      56.8038
      63.7710      46.7654      56.8478      56.8478
      63.8436      46.8200      56.8918      56.8918
      63.9161      46.8745      56.9357      56.9357
      63.9887      46.9290      56.9797      56.9797
      64.0613      46.9836      57.0237      57.0237
      64.1338      47.0381      57.0676      57.0676
      64.2064      47.0926      57.1116      57.1116
      64.2790      47.1472      57.1555      57.1555
      64.3515      47.2017      57.1995      57.1995
      64.4241      47.2562      57.2435      57.2435
      64.4967      47.3108      57.2874      57.2874
      64.5692      47.3653      57.3314      57.3314
      64.6418      47.4198      57.3753      57.3753
      64.7144      47.4744      57.4193      57.4193
      64.7869      47.5289      57.4633      57.4633
      64.8595      47.5834      57.5072      57.5072
      64.9321      47.6380      57.5512      57.5512
      65.0046      47.6925      57.5952      57.5952
      65.0772      47.7470      57.6391      57.6391
      65.1497      47.8016      57.6831      57.6831
      65.2223      47.8561      57.7271      57.7271
      65.2949      47.9106      57.7710      57.7710
      65.3674      47.9652      57.8150      57.8150
      65.4400      48.0197      57.8589      57.8589
      65.5126      48.0742      57.9029      57.9029
      65.5851      48.1288      57.9469      57.9469
      65.6577      48.1833      57.9908      57.9908
      65.7303      48.2378      58.0348      58.0348
      65.8028      48.2924      58.0787      58.0787
      65.8754      48.3469      58.1227      58.1227
      65.9480      48.4014      58.1667      58.1667
      66.0205      48.4560      58.2106      58.2106
      66.0931      48.5105      58.2546      58.2546
      66.1656      48.5650      58.2986      58.2986
      66.2382      48.6196      58.3425      58.3425
      66.3108      48.6741      58.3865      58.3865
      66.3833      48.7286      58.4305      58.4305
      66.4559      48.7832      58.4744      58.4744
      66.5285      48.8377      58.5184      58.5184
      66.6010      48.8922      58.5623      58.5623
      66.6736      48.9468      58.6063      58.6063
      66.7462      49.0013      58.6503      58.6503
      66.8187      49.0558      58.6942      58.6942
      66.8913      49.1104      58.7382      58.7382
      66.9639      49.1649      58.7822      58.7822
      67.0364      49.2194      58.8261      58.8261
      67.1090      49.2740      58.8701      58.8701
      67.1816      49.3285      58.9140      58.9140
      67.2541      49.3830      58.9580      58.9580
      67.3267      49.4376      59.0020      59.0020
      67.3993      49.4921      59.0459      59.0459
      67.4718      49.5466      59.0899      59.0899
      67.5444      49.6012      59.1338      59.1338
      67.6169      49.6557      59.1778      59.1778
      67.6895      49.7102      59.2218      59.2218
      67.7621      49.7648      59.2657      59.2657
      67.8346      49.8193      59.3097      59.3097
      67.9072      49.8738      59.3537      59.3537
      67.9798      49.9284      59.3976      59.3976
      68.0523      49.9829      59.4416      59.4416
      68.1249      50.0374      59.4856      59.4856
      68.1975      50.0920      59.5295      59.5295
      68.2700      50.1465      59.5735      59.5735
      68.3426      50.2010      59.6174      59.6174
      68.4152      50.2556      59.6614      59.6614
      68.4877      50.3101      59.7054      59.7054
      68.5603      50.3646      59.7493      59.7493
      68.6329      50.4192      59.7933      59.7933
      68.7054      50.4737      59.8372      59.8372
      68.7780      50.5282      59.8812      59.8812
      68.8505      50.5828      59.9252      59.9252
      68.9231      50.6373      59.9691      59.9691
      68.9957      50.6918      60.0131      60.0131
      69.0682      50.7464      60.0571      60.0571
      69.1408      50.8009      60.1010      60.1010
      69.2134      50.8554      60.1450      60.1450
      69.2859      50.9100      60.1890      60.1890
      69.3585      50.9645      60.2329      60.2329
      69.4311      51.0190      60.2769      60.2769
      69.5036      51.0736      60.3208      60.3208
      69.5762      51.1281      60.3648      60.3648
      69.6488      51.1826      60.4088      60.4088
      69.7213      51.2372      60.4527      60.4527
      69.7939      51.2917      60.4967      60.4967
      69.8665      51.3462      60.5407      60.5407
      69.9390      51.4008      60.5846      60.5846
      70.0116      51.4553      60.6286      60.6286
      70.0841      51.5098      60.6725      60.6725
      70.1567      51.5644      60.7165      60.7165
      70.2293      51.6189      60.7605      60.7605
      70.3018      51.6734      60.8044      60.8044
      70.3744      51.7280      60.8484      60.8484
      70.4470      51.7825      60.8924      60.8924
      70.5176      51.8409      60.9391      60.9391
      70.5854      51.9048      60.9900      60.9900
      70.6532      51.9687      61.0409      61.0409
      70.7210      52.0325      61.0917      61.0917
      70.7888      52.0964      61.1425      61.1425
      70.8566      52.1603      61.1934      61.1934
      70.9244      52.2242      61.2442      61.2442
      70.9922      52.2881      61.2951      61.2951
      71.0600      52.3520      61.3459      61.3459
      71.1277      52.4158      61.3968      61.3968
      71.1955      52.4797      61.4476      61.4476
      71.2633      52.5436      61.4985      61.4985
      71.3311      52.6075      61.5493      61.5493
      71.3989      52.6714      61.6002      61.6002
      71.4667      52.7353      61.6510      61.6510
      71.5345      52.7991      61.7019      61.7019
      71.6023      52.8630      61.7527      61.7527
      71.6701      52.9269      61.8036      61.8036
      71.7379      52.9908      61.8544      61.8544
      71.8057      53.0547      61.9053      61.9053
      71.8735      53.1185      61.9561      61.9561
      71.9413      53.1824      62.0070      62.0070
      72.0091      53.2463      62.0578      62.0578
      72.0769      53.3102      62.1087      62.1087
      72.1447      53.3741      62.1595      62.1595
      72.2125      53.4379      62.2104      62.2104
      72.2803      53.5018      62.2612      62.2612
      72.3481      53.5657      62.3121      62.3121
      72.4159      53.6296      62.3629      62.3629
      72.4837      53.6935      62.4138      62.4138
      72.5515      53.7574      62.4646      62.4646
      72.6193      53.8212      62.5154      62.5154
      72.6871      53.8851      62.5663      62.5663
      72.7549      53.9490      62.6172      62.6172
      72.8227      54.0129      62.6680      62.6680
      72.8905      54.0768      62.7188      62.7188
      72.9583      54.1407      62.7697      62.7697
      73.0261      54.2045      62.8205      62.8205
      73.0939      54.2684      62.8714      62.8714
      73.1617      54.3323      62.9222      62.9222
      73.2295      54.3962      62.9731      62.9731
      73.2973      54.4601      63.0239      63.0239
      73.3651      54.5240      63.0748      63.0748
      73.4329      54.5878      63.1256      63.1256
      73.5007      54.6517      63.1765      63.1765
      73.5685      54.7156      63.2273      63.2273
      73.6363      54.7795      63.2782      63.2782
      73.7041      54.8434      63.3290      63.3290
      73.7719      54.9073      63.3799      63.3799
      73.8397      54.9711      63.4307      63.4307
      73.9074      55.0350      63.4816      63.4816
      73.9752      55.0989      63.5324      63.5324
      74.0431      55.1628      63.5833      63.5833
      74.1108      55.2267      63.6341      63.6341
      74.1786      55.2905      63.6850      63.6850
      74.2464      55.3544      63.7358      63.7358
      74.3142      55.4183      63.7867      63.7867
      74.3820      55.4822      63.8375      63.8375
      74.4498      55.5461      63.8884      63.8884
      74.5176      55.6099      63.9392      63.9392
      74.5854      55.6738      63.9900      63.9900
      74.6532      55.7377      64.0409      64.0409
      74.7210      55.8016      64.0917      64.0917
      74.7888      55.8655      64.1426      64.1426
      74.8566      55.9294      64.1934      64.1934
      74.9244      55.9932      64.2443      64.2443
      74.9922      56.0571      64.2951      64.2951
      75.0600      56.1210      64.3460      64.3460
      75.1278      56.1849      64.3968      64.3968
      75.1956      56.2488      64.4477      64.4477
      75.2634      56.3127      64.4985      64.4985
      75.3312      56.3765      64.5494      64.5494
      75.3990      56.4404      64.6002      64.6002
      75.4668      56.5043      64.6511      64.6511
      75.5346      56.5682      64.7019      64.7019
      75.6024      56.6321      64.7528      64.7528
      75.6702      56.6959      64.8036      64.8036
      75.7380      56.7598      64.8545      64.8545
      75.8058      56.8237      64.9053      64.9053
      75.8736      56.8876      64.9562      64.9562
      75.9414      56.9515      65.0070      65.0070
      76.0092      57.0154      65.0579      65.0579
      76.0770      57.0792      65.1087      65.1087
      76.1448      57.1431      65.1596      65.1596
      76.2126      57.2070      65.2104      65.2104
      76.2804      57.2709      65.2613      65.2613
      76.3482      57.3348      65.3121      65.3121
      76.4160      57.3987      65.3629      65.3629
      76.4838      57.4625      65.4138      65.4138
      76.5516      57.5264      65.4647      65.4647
      76.6194      57.5903      65.5155      65.5155
      76.6872      57.6542      65.5663      65.5663
      76.7550      57.7181      65.6172      65.6172
      76.8228      57.7820      65.6680      65.6680
      76.8905      57.8458      65.7189      65.7189
      76.9584      57.9097      65.7697      65.7697
      77.0262      57.9736      65.8206      65.8206
      77.0939      58.0375      65.8714      65.8714
      77.1617      58.1014      65.9223      65.9223
      77.2296      58.1653      65.9731      65.9731
      77.2973      58.2291      66.0240      66.0240
      77.3651      58.2930      66.0748      66.0748
      77.4329      58.3569      66.1257      66.1257
      77.5007      58.4208      66.1765      66.1765
      77.5685      58.4847      66.2274      66.2274
      77.6363      58.5485      66.2782      66.2782
      77.7041      58.6124      66.3291      66.3291
      77.7719      58.6763      66.3799      66.3799
      77.8397      58.7402      66.4308      66.4308
      77.9075      58.8041      66.4816      66.4816
      77.9753      58.8679      66.5325      66.5325
      78.0431      58.9318      66.5833      66.5833
      78.1109      58.9957      66.6342      66.6342
      78.1787      59.0596      66.6850      66.6850
      78.2465      59.1235      66.7359      66.7359
      78.3143      59.1874      66.7867      66.7867
      78.3821      59.2512      66.8376      66.8376
      78.4499      59.3151      66.8884      66.8884
      78.5177      59.3790      66.9393      66.9393
      78.5855      59.4429      66.9901      66.9901
      78.6533      59.5068      67.0409      67.0409
      78.7211      59.5707      67.0918      67.0918
      78.7889      59.6345      67.1426      67.1426
      78.8567      59.6984      67.1935      67.1935
      78.9245      59.7623      67.2443      67.2443
      78.9923      59.8262      67.2952      67.2952
      79.0601      59.8901      67.3460      67.3460
      79.1279      59.9539      67.3969      67.3969
      79.1957      60.0178      67.4477      67.4477
      79.2635      60.0817      67.4986      67.4986
      79.3313      60.1456      67.5494      67.5494
      79.3991      60.2095      67.6003      67.6003
      79.4669      60.2734      67.6511      67.6511
      79.5347      60.3372      67.7020      67.7020
      79.6025      60.4011      67.7528      67.7528
      79.6703      60.4650      67.8037      67.8037
      79.7381      60.5289      67.8545      67.8545
      79.8058      60.5928      67.9054      67.9054
      79.8737      60.6567      67.9562      67.9562
      79.9415      60.7205      68.0071      68.0071
      80.0092      60.7844      68.0579      68.0579
      80.0770      60.8483      68.1088      68.1088
      80.1448      60.9122      68.1596      68.1596
      80.2126      60.9761      68.2105      68.2105
      80.2804      61.0399      68.2613      68.2613
      80.3482      61.1038      68.3122      68.3122
      80.4160      61.1677      68.3630      68.3630
      80.4838      61.2316      68.4138      68.4138
      80.5516      61.2955      68.4647      68.4647
      80.6194      61.3594      68.5156      68.5156
      80.6872      61.4232      68.5664      68.5664
      80.7550      61.4871      68.6172      68.6172
      80.8228      61.5510      68.6681      68.6681
      80.8906      61.6149      68.7189      68.7189
      80.9584      61.6788      68.7698      68.7698
      81.0262      61.7427      68.8206      68.8206
      81.0940      61.8065      68.8715      68.8715
      81.1618      61.8704      68.9223      68.9223
      81.2296      61.9343      68.9732      68.9732
      81.2974      61.9982      69.0240      69.0240
      81.3652      62.0621      69.0749      69.0749
      81.4330      62.1259      69.1257      69.1257
      81.5008      62.1898      69.1766      69.1766
      81.5686      62.2537      69.2274      69.2274
      81.6364      62.3176      69.2783      69.2783
      81.7042      62.3815      69.3291      69.3291
      81.7720      62.4454      69.3800      69.3800
      81.8398      62.5092      69.4308      69.4308
      81.9076      62.5731      69.4817      69.4817
      81.9754      62.6370      69.5325      69.5325
      82.0432      62.7009      69.5834      69.5834
      82.1110      62.7648      69.6342      69.6342
      82.1788      62.8286      69.6851      69.6851
      82.2466      62.8925      69.7359      69.7359
      82.3144      62.9564      69.7868      69.7868
      82.3822      63.0203      69.8376      69.8376
      82.4500      63.0842      69.8884      69.8884
      82.5178      63.1481      69.9393      69.9393
      82.5856      63.2119      69.9901      69.9901
      82.6534      63.2758      70.0410      70.0410
      82.7212      63.3397      70.0918      70.0918
      82.7890      63.4036      70.1427      70.1427
      82.8568      63.4675      70.1935      70.1935
      82.9246      63.5314      70.2444      70.2444
      82.9923      63.5952      70.2952      70.2952
      83.0601      63.6591      70.3461      70.3461
      83.1279      63.7230      70.3969      70.3969
      83.1957      63.7869      70.4478      70.4478
      83.2633      63.8503      70.5016      70.5016
      83.3295      63.9116      70.5694      70.5694
      83.3957      63.9729      70.6372      70.6372
      83.4619      64.0342      70.7050      70.7050
      83.5281      64.0954      70.7728      70.7728
      83.5943      64.1567      70.8406      70.8406
      83.6605      64.2180      70.9084      70.9084
      83.7267      64.2793      70.9762      70.9762
      83.7929      64.3406      71.0440      71.0440
      83.8591      64.4019      71.1118      71.1118
      83.9253      64.4632      71.1796      71.1796
      83.9916      64.5245      71.2474      71.2474
      84.0578      64.5857      71.3152      71.3152
      84.1240      64.6470      71.3830      71.3830
      84.1902      64.7083      71.4508      71.4508
      84.2564      64.7696      71.5186      71.5186
      84.3226      64.8309      71.5864      71.5864
      84.3888      64.8922      71.6542      71.6542
      84.4550      64.9534      71.7220      71.7220
      84.5212      65.0147      71.7898      71.7898
      84.5874      65.0760      71.8576      71.8576
      84.6536      65.1373      71.9254      71.9254
      84.7198      65.1986      71.9932      71.9932
      84.7861      65.2599      72.0610      72.0610
      84.8523      65.3212      72.1288      72.1288
      84.9185      65.3824      72.1966      72.1966
      84.9847      65.4437      72.2644      72.2644
      85.0509      65.5050      72.3322      72.3322
      85.1171      65.5663      72.4000      72.4000
      85.1833      65.6276      72.4677      72.4677
      85.2495      65.6889      72.5356      72.5356
      85.3157      65.7502      72.6033      72.6033
      85.3819      65.8114      72.6711      72.6711
      85.4481      65.8727      72.7389      72.7389
      85.5143      65.9340      72.8067      72.8067
      85.5806      65.9953      72.8745      72.8745
      85.6468      66.0566      72.9423      72.9423
      85.7130      66.1179      73.0101      73.0101
      85.7792      66.1791      73.0779      73.0779
      85.8454      66.2404      73.1457      73.1457
      85.9116      66.3017      73.2135      73.2135
      85.9778      66.3630      73.2813      73.2813
      86.0440      66.4243      73.3491      73.3491
      86.1102      66.4856      73.4169      73.4169
      86.1764      66.5469      73.4847      73.4847
      86.2427      66.6082      73.5525      73.5525
      86.3088      66.6694      73.6203      73.6203
      86.3751      66.7307      73.6881      73.6881
      86.4413      66.7920      73.7559      73.7559
      86.5075      66.8533      73.8237      73.8237
      86.5737      66.9146      73.8915      73.8915
      86.6399      66.9759      73.9593      73.9593
      86.7061      67.0371      74.0271      74.0271
      86.7723      67.0984      74.0949      74.0949
      86.8385      67.1597      74.1627      74.1627
      86.9047      67.2210      74.2305      74.2305
      86.9709      67.2823      74.2983      74.2983
      87.0372      67.3436      74.3661      74.3661
      87.1034      67.4049      74.4339      74.4339
      87.1696      67.4661      74.5017      74.5017
      87.2358      67.5274      74.5695      74.5695
      87.3020      67.5887      74.6373      74.6373
      87.3682      67.6500      74.7051      74.7051
      87.4344      67.7113      74.7729      74.7729
      87.5006      67.7726      74.8407      74.8407
      87.5668      67.8339      74.9085      74.9085
      87.6330      67.8951      74.9763      74.9763
      87.6992      67.9564      75.0441      75.0441
      87.7654      68.0177      75.1119      75.1119
      87.8317      68.0790      75.1797      75.1797
      87.8979      68.1403      75.2475      75.2475
      87.9641      68.2016      75.3152      75.3152
      88.0303      68.2629      75.3830      75.3830
      88.0965      68.3241      75.4509      75.4509
      88.1627      68.3854      75.5186      75.5186
      88.2289      68.4467      75.5864      75.5864
      88.2951      68.5080      75.6542      75.6542
      88.3613      68.5693      75.7220      75.7220
      88.4275      68.6306      75.7898      75.7898
      88.4937      68.6919      75.8576      75.8576
      88.5600      68.7531      75.9254      75.9254
      88.6262      68.8144      75.9932      75.9932
      88.6924      68.8757      76.0610      76.0610
      88.7586      68.9370      76.1288      76.1288
      88.8248      68.9983      76.1966      76.1966
      88.8910      69.0596      76.2644      76.2644
      88.9572      69.1209      76.3322      76.3322
      89.0234      69.1821      76.4000      76.4000
      89.0896      69.2434      76.4678      76.4678
      89.1558      69.3047      76.5356      76.5356
      89.2220      69.3660      76.6034      76.6034
      89.2882      69.4273      76.6712      76.6712
      89.3545      69.4886      76.7390      76.7390
      89.4207      69.5498      76.8068      76.8068
      89.4869      69.6111      76.8746      76.8746
      89.5531      69.6724      76.9424      76.9424
      89.6193      69.7337      77.0102      77.0102
      89.6855      69.7950      77.0780      77.0780
      89.7517      69.8563      77.1458      77.1458
      89.8179      69.9176      77.2136      77.2136
      89.8841      69.9788      77.2814      77.2814
      89.9503      70.0401      77.3492      77.3492
      90.0165      70.1014      77.4170      77.4170
      90.0828      70.1627      77.4848      77.4848
      90.1490      70.2240      77.5526      77.5526
      90.2152      70.2853      77.6204      77.6204
      90.2814      70.3466      77.6882      77.6882
      90.3476      70.4078      77.7560      77.7560
      90.4138      70.4691      77.8238      77.8238
      90.4800      70.5304      77.8916      77.8916
      90.5462      70.5917      77.9594      77.9594
      90.6124      70.6530      78.0272      78.0272
      90.6786      70.7143      78.0950      78.0950
      90.7448      70.7756      78.1628      78.1628
      90.8110      70.8368      78.2306      78.2306
      90.8772      70.8981      78.2983      78.2983
      90.9435      70.9594      78.3662      78.3662
      91.0097      71.0207      78.4340      78.4340
      91.0759      71.0820      78.5017      78.5017
      91.1421      71.1433      78.5695      78.5695
      91.2083      71.2046      78.6374      78.6374
      91.2745      71.2658      78.7051      78.7051
      91.3407      71.3271      78.7729      78.7729
      91.4069      71.3884      78.8407      78.8407
      91.4731      71.4497      78.9085      78.9085
      91.5393      71.5110      78.9763      78.9763
      91.6056      71.5723      79.0441      79.0441
      91.6718      71.6336      79.1119      79.1119
      91.7380      71.6948      79.1797      79.1797
      91.8042      71.7561      79.2475      79.2475
      91.8704      71.8174      79.3153      79.3153
      91.9366      71.8787      79.3831      79.3831
      92.0028      71.9400      79.4509      79.4509
      92.0690      72.0013      79.5187      79.5187
      92.1352      72.0626      79.5865      79.5865
      92.2014      72.1238      79.6543      79.6543
      92.2676      72.1851      79.7221      79.7221
      92.3338      72.2464      79.7899      79.7899
      92.4000      72.3077      79.8577      79.8577
      92.4663      72.3690      79.9255      79.9255
      92.5325      72.4303      79.9933      79.9933
      92.5987      72.4916      80.0611      80.0611
      92.6649      72.5528      80.1289      80.1289
      92.7311      72.6141      80.1967      80.1967
      92.7973      72.6754      80.2645      80.2645
      92.8635      72.7367      80.3323      80.3323
      92.9297      72.7980      80.4001      80.4001
      92.9959      72.8593      80.4679      80.4679
      93.0621      72.9205      80.5357      80.5357
      93.1283      72.9818      80.6035      80.6035
      93.1946      73.0431      80.6713      80.6713
      93.2608      73.1044      80.7391      80.7391
      93.3270      73.1657      80.8069      80.8069
      93.3932      73.2270      80.8747      80.8747
      93.4594      73.2883      80.9425      80.9425
      93.5256      73.3495      81.0103      81.0103
      93.5918      73.4108      81.0781      81.0781
      93.6580      73.4721      81.1459      81.1459
      93.7242      73.5334      81.2137      81.2137
      93.7904      73.5947      81.2814      81.2814
      93.8566      73.6560      81.3493      81.3493
      93.9229      73.7173      81.4171      81.4171
      93.9891      73.7785      81.4848      81.4848
      94.0553      73.8398      81.5526      81.5526
      94.1215      73.9011      81.6204      81.6204
      94.1877      73.9624      81.6882      81.6882
      94.2539      74.0237      81.7560      81.7560
      94.3201      74.0850      81.8238      81.8238
      94.3863      74.1463      81.8916      81.8916
      94.4525      74.2075      81.9594      81.9594
      94.5187      74.2688      82.0272      82.0272
      94.5849      74.3301      82.0950      82.0950
      94.6511      74.3914      82.1628      82.1628
      94.7174      74.4527      82.2306      82.2306
      94.7836      74.5140      82.2984      82.2984
      94.8498      74.5753      82.3662      82.3662
      94.9160      74.6365      82.4340      82.4340
      94.9822      74.6978      82.5018      82.5018
      95.0484      74.7591      82.5696      82.5696
      95.1146      74.8204      82.6374      82.6374
      95.1808      74.8817      82.7052      82.7052
      95.2470      74.9430      82.7730      82.7730
      95.3132      75.0043      82.8408      82.8408
      95.3794      75.0655      82.9086      82.9086
      95.4457      75.1268      82.9764      82.9764
      95.5119      75.1881      83.0442      83.0442
      95.5781      75.2494      83.1120      83.1120
      95.6443      75.3107      83.1798      83.1798
      95.7105      75.3720      83.2476      83.2476
      95.7283      75.4367      83.3014      83.3014
      95.7432      75.5016      83.3544      83.3544
      95.7580      75.5665      83.4074      83.4074
      95.7728      75.6314      83.4603      83.4603
      95.7877      75.6964      83.5133      83.5133
      95.8025      75.7613      83.5663      83.5663
      95.8173      75.8262      83.6192      83.6192
      95.8322      75.8911      83.6722      83.6722
      95.8470      75.9560      83.7252      83.7252
      95.8618      76.0210      83.7781      83.7781
      95.8766      76.0859      83.8311      83.8311
      95.8915      76.1508      83.8841      83.8841
      95.9063      76.2157      83.9370      83.9370
      95.9211      76.2806      83.9900      83.9900
      95.9360      76.3456      84.0430      84.0430
      95.9508      76.4105      84.0959      84.0959
      95.9656      76.4754      84.1489      84.1489
      95.9805      76.5403      84.2019      84.2019
      95.9953      76.6053      84.2548      84.2548
      96.0101      76.6702      84.3078      84.3078
      96.0250      76.7351      84.3608      84.3608
      96.0398      76.8000      84.4137      84.4137
      96.0546      76.8649      84.4667      84.4667
      96.0694      76.9298      84.5197      84.5197
      96.0843      76.9948      84.5726      84.5726
      96.0991      77.0597      84.6256      84.6256
      96.1139      77.1246      84.6786      84.6786
      96.1288      77.1895      84.7315      84.7315
      96.1436      77.2545      84.7845      84.7845
      96.1584      77.3194      84.8375      84.8375
      96.1733      77.3843      84.8904      84.8904
      96.1881      77.4492      84.9434      84.9434
      96.2029      77.5141      84.9964      84.9964
      96.2178      77.5791      85.0493      85.0493
      96.2326      77.6440      85.1023      85.1023
      96.2474      77.7089      85.1553      85.1553
      96.2622      77.7738      85.2082      85.2082
      96.2771      77.8388      85.2612      85.2612
      96.2919      77.9037      85.3142      85.3142
      96.3067      77.9686      85.3671      85.3671
      96.3216      78.0335      85.4201      85.4201
      96.3364      78.0984      85.4731      85.4731
      96.3512      78.1634      85.5260      85.5260
      96.3661      78.2283      85.5790      85.5790
      96.3809      78.2932      85.6320      85.6320
      96.3957      78.3581      85.6849      85.6849
      96.4106      78.4230      85.7379      85.7379
      96.4254      78.4880      85.7909      85.7909
      96.4402      78.5529      85.8438      85.8438
      96.4550      78.6178      85.8968      85.8968
      96.4699      78.6827      85.9498      85.9498
      96.4847      78.7476      86.0027      86.0027
      96.4995      78.8126      86.0557      86.0557
      96.5144      78.8775      86.1087      86.1087
      96.5292      78.9424      86.1616      86.1616
      96.5440      79.0073      86.2146      86.2146
      96.5589      79.0723      86.2676      86.2676
      96.5737      79.1372      86.3205      86.3205
      96.5885      79.2021      86.3735      86.3735
      96.6034      79.2670      86.4265      86.4265
      96.6182      79.3319      86.4794      86.4794
      96.6330      79.3969      86.5324      86.5324
      96.6478      79.4618      86.5854      86.5854
      96.6627      79.5267      86.6383      86.6383
      96.6775      79.5916      86.6913      86.6913
      96.6923      79.6565      86.7443      86.7443
      96.7072      79.7215      86.7972      86.7972
      96.7220      79.7864      86.8502      86.8502
      96.7368      79.8513      86.9032      86.9032
      96.7517      79.9162      86.9561      86.9561
      96.7665      79.9811      87.0091      87.0091
      96.7813      80.0461      87.0621      87.0621
      96.7962      80.1110      87.1151      87.1151
      96.8110      80.1759      87.1680      87.1680
      96.8258      80.2408      87.2210      87.2210
      96.8406      80.3057      87.2739      87.2739
      96.8555      80.3707      87.3269      87.3269
      96.8703      80.4356      87.3799      87.3799
      96.8851      80.5005      87.4328      87.4328
      96.9000      80.5654      87.4858      87.4858
      96.9148      80.6304      87.5388      87.5388
      96.9296      80.6953      87.5918      87.5918
      96.9445      80.7602      87.6447      87.6447
      96.9593      80.8251      87.6977      87.6977
      96.9741      80.8900      87.7506      87.7506
      96.9890      80.9550      87.8036      87.8036
      97.0038      81.0199      87.8566      87.8566
      97.0186      81.0848      87.9096      87.9096
      97.0334      81.1497      87.9625      87.9625
      97.0483      81.2146      88.0155      88.0155
      97.0631      81.2796      88.0684      88.0684
      97.0779      81.3445      88.1214      88.1214
      97.0928      81.4094      88.1744      88.1744
      97.1076      81.4743      88.2273      88.2273
      97.1224      81.5393      88.2803      88.2803
      97.1373      81.6042      88.3333      88.3333
      97.1521      81.6691      88.3863      88.3863
      97.1669      81.7340      88.4392      88.4392
      97.1818      81.7989      88.4922      88.4922
      97.1966      81.8638      88.5451      88.5451
      97.2114      81.9288      88.5981      88.5981
      97.2262      81.9937      88.6511      88.6511
      97.2411      82.0586      88.7041      88.7041
      97.2559      82.1235      88.7570      88.7570
      97.2707      82.1885      88.8100      88.8100
      97.2856      82.2534      88.8630      88.8630
      97.3004      82.3183      88.9159      88.9159
      97.3152      82.3832      88.9689      88.9689
      97.3301      82.4481      89.0218      89.0218
      97.3449      82.5131      89.0748      89.0748
      97.3597      82.5780      89.1278      89.1278
      97.3746      82.6429      89.1808      89.1808
      97.3894      82.7078      89.2337      89.2337
      97.4042      82.7727      89.2867      89.2867
      97.4190      82.8377      89.3397      89.3397
      97.4339      82.9026      89.3926      89.3926
      97.4487      82.9675      89.4456      89.4456
      97.4635      83.0324      89.4986      89.4986
      97.4784      83.0974      89.5515      89.5515
      97.4932      83.1623      89.6045      89.6045
      97.5080      83.2272      89.6575      89.6575
      97.5229      83.2921      89.7104      89.7104
      97.5377      83.3570      89.7634      89.7634
      97.5525      83.4219      89.8164      89.8164
      97.5674      83.4869      89.8693      89.8693
      97.5822      83.5518      89.9223      89.9223
      97.5970      83.6167      89.9753      89.9753
      97.6118      83.6816      90.0282      90.0282
      97.6267      83.7466      90.0812      90.0812
      97.6415      83.8115      90.1342      90.1342
      97.6563      83.8764      90.1871      90.1871
      97.6712      83.9413      90.2401      90.2401
      97.6860      84.0062      90.2931      90.2931
      97.7008      84.0712      90.3460      90.3460
      97.7157      84.1361      90.3990      90.3990
      97.7305      84.2010      90.4520      90.4520
      97.7453      84.2659      90.5049      90.5049
      97.7602      84.3309      90.5579      90.5579
      97.7750      84.3958      90.6109      90.6109
      97.7898      84.4607      90.6638      90.6638
      97.8046      84.5256      90.7168      90.7168
      97.8195      84.5905      90.7698      90.7698
      97.8343      84.6555      90.8227      90.8227
      97.8491      84.7204      90.8757      90.8757
      97.8640      84.7853      90.9287      90.9287
